32768,0,64,32768,0,64,6291456,24,64,0,0,64,0,0,0,8,Intel(R) Xeon(R) CPU           X5472  @ 3.00GHz,3000000000,Darwin,buzz.local,13.3.0,Darwin Kernel Version 13.3.0: Tue Jun  3 21:27:35 PDT 2014; root:xnu-2422.110.17~1/RELEASE_X86_64,x86_64,1406332854.000000,16.705078,16.812500,16.556641,19327352832,8224768,0,0,1073741824,900202496,916,0,0,1,traditional_with_pset_runqueue,0,57.0287,56.8633,0,1.00291
32768,0,64,32768,0,64,6291456,24,64,0,0,64,0,0,0,8,Intel(R) Xeon(R) CPU           X5472  @ 3.00GHz,3000000000,Darwin,buzz.local,13.3.0,Darwin Kernel Version 13.3.0: Tue Jun  3 21:27:35 PDT 2014; root:xnu-2422.110.17~1/RELEASE_X86_64,x86_64,1406332854.000000,16.705078,16.812500,16.556641,19327352832,8224768,0,0,1073741824,900202496,916,0,0,1,traditional_with_pset_runqueue,0,56.6048,56.4614,0,1.00254
32768,0,64,32768,0,64,6291456,24,64,0,0,64,0,0,0,8,Intel(R) Xeon(R) CPU           X5472  @ 3.00GHz,3000000000,Darwin,buzz.local,13.3.0,Darwin Kernel Version 13.3.0: Tue Jun  3 21:27:35 PDT 2014; root:xnu-2422.110.17~1/RELEASE_X86_64,x86_64,1406332854.000000,16.705078,16.812500,16.556641,19327352832,8224768,0,0,1073741824,900202496,916,0,0,1,traditional_with_pset_runqueue,0,61.4023,61.3813,0,1.00034
32768,0,64,32768,0,64,6291456,24,64,0,0,64,0,0,0,8,Intel(R) Xeon(R) CPU           X5472  @ 3.00GHz,3000000000,Darwin,buzz.local,13.3.0,Darwin Kernel Version 13.3.0: Tue Jun  3 21:27:35 PDT 2014; root:xnu-2422.110.17~1/RELEASE_X86_64,x86_64,1406332854.000000,16.705078,16.812500,16.556641,19327352832,8224768,0,0,1073741824,900202496,916,0,0,1,traditional_with_pset_runqueue,0,58.2087,58.059,0,1.00258
32768,0,64,32768,0,64,6291456,24,64,0,0,64,0,0,0,8,Intel(R) Xeon(R) CPU           X5472  @ 3.00GHz,3000000000,Darwin,buzz.local,13.3.0,Darwin Kernel Version 13.3.0: Tue Jun  3 21:27:35 PDT 2014; root:xnu-2422.110.17~1/RELEASE_X86_64,x86_64,1406332854.000000,17.412109,16.949707,16.720703,19327352832,7258112,0,0,1073741824,900202496,952,0,0,1,traditional_with_pset_runqueue,0,2636.94,3023.7,473,0.87209
32768,0,64,32768,0,64,6291456,24,64,0,0,64,0,0,0,8,Intel(R) Xeon(R) CPU           X5472  @ 3.00GHz,3000000000,Darwin,buzz.local,13.3.0,Darwin Kernel Version 13.3.0: Tue Jun  3 21:27:35 PDT 2014; root:xnu-2422.110.17~1/RELEASE_X86_64,x86_64,1406332854.000000,17.412109,16.949707,16.720703,19327352832,7258112,0,0,1073741824,900202496,952,0,0,1,traditional_with_pset_runqueue,0,2684.84,3028.53,471,0.886514
32768,0,64,32768,0,64,6291456,24,64,0,0,64,0,0,0,8,Intel(R) Xeon(R) CPU           X5472  @ 3.00GHz,3000000000,Darwin,buzz.local,13.3.0,Darwin Kernel Version 13.3.0: Tue Jun  3 21:27:35 PDT 2014; root:xnu-2422.110.17~1/RELEASE_X86_64,x86_64,1406332854.000000,17.412109,16.949707,16.720703,19327352832,7258112,0,0,1073741824,900202496,952,0,0,1,traditional_with_pset_runqueue,0,2688.51,3011.52,475,0.892743
32768,0,64,32768,0,64,6291456,24,64,0,0,64,0,0,0,8,Intel(R) Xeon(R) CPU           X5472  @ 3.00GHz,3000000000,Darwin,buzz.local,13.3.0,Darwin Kernel Version 13.3.0: Tue Jun  3 21:27:35 PDT 2014; root:xnu-2422.110.17~1/RELEASE_X86_64,x86_64,1406332854.000000,17.412109,16.949707,16.720703,19327352832,7258112,0,0,1073741824,900202496,952,0,0,1,traditional_with_pset_runqueue,0,2999.6,3039.57,363,0.98685
32768,0,64,32768,0,64,6291456,24,64,0,0,64,0,0,0,8,Intel(R) Xeon(R) CPU           X5472  @ 3.00GHz,3000000000,Darwin,buzz.local,13.3.0,Darwin Kernel Version 13.3.0: Tue Jun  3 21:27:35 PDT 2014; root:xnu-2422.110.17~1/RELEASE_X86_64,x86_64,1406332854.000000,17.412109,16.949707,16.720703,19327352832,7258112,0,0,1073741824,900202496,952,0,0,1,traditional_with_pset_runqueue,0,56.2261,56.0746,0,1.0027
32768,0,64,32768,0,64,6291456,24,64,0,0,64,0,0,0,8,Intel(R) Xeon(R) CPU           X5472  @ 3.00GHz,3000000000,Darwin,buzz.local,13.3.0,Darwin Kernel Version 13.3.0: Tue Jun  3 21:27:35 PDT 2014; root:xnu-2422.110.17~1/RELEASE_X86_64,x86_64,1406332854.000000,17.412109,16.949707,16.720703,19327352832,7258112,0,0,1073741824,900202496,952,0,0,1,traditional_with_pset_runqueue,0,55.5707,55.8425,0,0.995133
32768,0,64,32768,0,64,6291456,24,64,0,0,64,0,0,0,8,Intel(R) Xeon(R) CPU           X5472  @ 3.00GHz,3000000000,Darwin,buzz.local,13.3.0,Darwin Kernel Version 13.3.0: Tue Jun  3 21:27:35 PDT 2014; root:xnu-2422.110.17~1/RELEASE_X86_64,x86_64,1406332854.000000,17.412109,16.949707,16.720703,19327352832,7258112,0,0,1073741824,900202496,952,0,0,1,traditional_with_pset_runqueue,0,60.1047,60.2438,0,0.997691
32768,0,64,32768,0,64,6291456,24,64,0,0,64,0,0,0,8,Intel(R) Xeon(R) CPU           X5472  @ 3.00GHz,3000000000,Darwin,buzz.local,13.3.0,Darwin Kernel Version 13.3.0: Tue Jun  3 21:27:35 PDT 2014; root:xnu-2422.110.17~1/RELEASE_X86_64,x86_64,1406332854.000000,17.412109,16.949707,16.720703,19327352832,7258112,0,0,1073741824,900202496,952,0,0,1,traditional_with_pset_runqueue,0,57.6329,58.0203,0,0.993323
32768,0,64,32768,0,64,6291456,24,64,0,0,64,0,0,0,8,Intel(R) Xeon(R) CPU           X5472  @ 3.00GHz,3000000000,Darwin,buzz.local,13.3.0,Darwin Kernel Version 13.3.0: Tue Jun  3 21:27:35 PDT 2014; root:xnu-2422.110.17~1/RELEASE_X86_64,x86_64,1406332854.000000,17.844727,17.063477,16.781250,19327352832,12800000,0,0,1073741824,900202496,956,0,0,1,traditional_with_pset_runqueue,0,2840.02,3044.71,430,0.932772
